pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
6900531,1,0,3,1,0,4,13,0,0,1,1,1,8,8,0,0,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,2,1,1,2,2
2669466,1,0,2,7,0,1,0,8,1,1,1,1,1,1,1,0,1,0,5,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,1,0,0,0,0,2,0,1,2,3
7197141,1,0,3,1,0,10,36,0,0,1,26,26,12,12,0,0,0,0,17,12,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,1,1,1,1,4,1,1,9,1,0,16,0,4,0,4,16,4,1,2,3
8980847,3,0,4,7,0,2,20,0,3,1,5,5,9,9,1,1,3,3,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,22,0,1,0,0,0,0,7,1,1,2,2
8091529,1,0,3,5,0,3,8,0,0,1,4,4,6,6,0,0,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,6,0,0,0,0,0,0,2,1,1,2,3
6280000,1,0,1,2,0,2,8,0,0,1,2,2,3,3,0,0,1,1,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,6,0,1,0,0,0,4,3,1,1,1,2
7791689,1,0,0,2,0,1,5,0,0,1,2,2,3,3,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,0,0,0,0,2,1,1,2,2
9585484,1,0,12,2,0,5,18,0,0,1,3,3,5,5,0,0,0,0,6,6,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,3,1,1,2,2
8092170,1,0,1,8,0,6,16,0,0,1,7,7,7,7,1,1,0,0,4,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,2,2,1,1,2,2
7491347,1,0,1,1,0,9,8,0,0,1,2,2,2,2,0,0,0,0,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,9,0,5,0,0,1,6,5,1,1,2,2
7010415,1,0,1,7,0,2,1,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
7184609,3,0,2,2,0,2,5,0,0,1,3,3,1,1,1,1,0,0,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,4,0,0,0,0,3,1,1,2,3
4868493,1,0,0,5,0,4,7,0,0,1,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,2,1,1,2,3
7594201,3,0,6,2,0,12,43,5,0,1,7,7,9,9,1,1,1,1,23,0,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,4,4,4,4,1,1,1,65,0,0,0,0,0,0,15,2,1,2,1
9997667,3,0,7,7,0,14,27,2,9,1,16,10,32,26,2,2,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,9,1,1,1,1,2,2,3,4,4,4,4,4,4,1,2,32,0,15,0,0,0,10,24,4,1,1,1
2965805,1,0,2,1,0,2,3,2,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,2,1,1,2,2
2499586,1,0,3,3,0,13,13,0,0,1,2,2,2,2,0,0,0,0,6,6,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,2,0,0,0,0,2,1,1,2,3
8926680,1,0,2,1,0,3,12,0,0,1,2,2,2,2,1,0,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,2,1,1,2,2
5904458,1,0,3,1,0,9,32,0,0,1,9,9,15,15,1,1,1,1,5,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,20,0,0,1,6,2,4,1,2,1
5159503,1,0,0,2,0,3,0,0,10,1,1,1,1,1,0,0,0,0,8,8,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,2,1,1,2,2
7665608,1,0,3,7,0,4,18,0,0,1,1,1,1,1,1,1,0,0,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,5,0,2,0,0,0,0,2,1,1,2,2
1031605,1,0,1,1,0,9,6,0,3,1,1,1,2,2,1,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,1,0,0,0,0,3,1,1,2,3
7150177,1,0,1,1,0,3,13,0,0,1,10,10,10,10,1,0,0,0,10,10,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,9,0,4,0,0,0,1,4,1,1,2,1
5395825,1,0,1,1,0,1,6,0,0,2,3,3,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,2,0,0,0,0,2,1,1,2,3
7915506,3,0,1,1,0,4,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,2,1,1,2,3
8072357,1,0,3,5,0,3,12,0,0,1,3,3,4,4,0,0,1,1,8,7,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,30,0,0,0,7,1,1,2,3
8598962,3,0,4,2,0,6,23,0,0,2,1,1,6,6,0,0,1,1,5,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,10,0,4,0,0,0,0,4,2,1,2,1
7894433,1,0,2,6,0,2,6,0,0,1,18,18,20,20,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
5225154,1,0,1,7,0,2,4,1,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,1,0,1,2,2
3933711,1,0,5,1,0,6,18,3,0,1,5,4,5,4,0,0,0,0,5,5,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,3,1,1,2,2
4696047,1,0,4,7,0,34,34,0,0,1,2,2,20,20,1,1,1,1,18,28,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,52,0,10,0,5,0,3,18,3,1,2,2
7381688,1,0,1,7,0,4,17,0,0,1,6,6,7,7,1,1,0,0,7,7,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,0,1,1,1,1,2,3
9696962,1,0,5,1,0,12,42,0,0,1,14,14,19,19,0,0,0,0,14,19,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,41,0,5,0,0,0,30,31,1,1,2,2
6241209,1,0,4,1,0,4,9,0,0,1,2,2,2,2,0,0,1,1,7,7,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,3,1,1,2,3
1209735,1,0,6,7,0,4,12,0,0,1,2,2,4,3,0,0,0,0,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,4,0,0,0,0,2,1,2,2,2
8452601,3,0,4,2,0,2,6,2,0,1,2,2,3,3,1,1,0,0,2,0,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,1,0,0,0,0,2,1,1,2,2
2984493,3,0,7,2,0,13,37,12,0,1,11,11,29,22,1,1,1,1,11,29,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,2,4,4,4,4,4,1,1,106,0,3,0,0,0,1,37,3,1,2,2
4677456,1,0,3,2,0,2,2,4,0,1,1,1,1,1,0,0,0,0,8,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,6,3,0,0,1,3,1,1,2,2
7337585,1,0,3,6,0,5,19,0,0,1,26,2,5,2,0,0,0,0,13,6,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,3,0,17,0,8,0,8,8,3,1,1,1
7352317,1,0,4,1,0,10,17,3,0,1,5,5,9,9,0,0,0,0,5,9,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,10,0,0,0,0,1,1,4,0,1,1,3
4724924,3,0,4,7,0,10,10,0,0,1,10,10,14,14,1,1,0,0,8,15,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,9,2,1,1,1,1,1,2,2,4,4,4,4,2,1,1,19,0,19,0,0,0,10,12,4,1,2,1
1078702,1,0,2,1,0,12,12,0,0,1,5,5,5,5,0,0,0,0,10,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,6,2,1,1,2,2
6583538,1,0,0,1,0,2,9,2,0,1,2,2,3,3,0,0,0,0,3,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,5,0,5,0,0,0,0,2,0,1,2,2
3791713,1,0,2,1,0,8,20,0,0,1,12,12,10,10,2,2,0,0,20,20,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,2,1,1,1,1,3,3,2,3,3,1,1,1,35,0,4,0,0,0,0,18,2,1,2,1
2313448,2,0,4,5,0,1,7,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,1,0,1,2,2
5720093,1,0,3,1,0,3,14,0,0,1,1,1,2,2,0,0,0,0,7,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,1,9,6,0,1,0,0,0,0,2,1,1,2,2
7910798,1,0,4,5,0,14,31,0,0,1,27,27,33,33,1,1,1,1,26,20,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,2,60,0,0,0,23,0,0,23,2,2,2,2
6538445,1,0,1,1,0,11,12,0,0,1,8,8,7,7,0,0,0,0,2,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,13,0,0,0,1,3,1,1,1,2
6620542,1,0,5,2,0,16,16,0,0,1,2,2,3,3,1,1,1,1,10,6,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,9,0,2,0,0,0,1,3,1,1,2,2
4164936,1,0,1,1,0,13,31,0,0,1,6,6,6,6,0,0,0,0,12,8,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,3,17,0,2,1,16,17,2,1,1,3
6316304,1,0,0,1,0,1,6,0,0,1,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,0,0,0,0,1,2,2
3180609,2,0,1,5,0,4,12,0,0,2,1,1,2,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3
5729147,1,0,0,1,0,3,12,4,0,1,1,1,1,1,0,0,0,0,7,7,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,5,0,2,0,0,0,0,2,1,1,2,2
6316470,1,0,2,1,0,8,11,0,0,1,2,2,3,3,1,1,1,1,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,5,0,0,0,0,2,1,1,2,2
3503653,1,0,3,1,0,1,6,0,0,1,4,4,4,4,0,0,0,0,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,2,0,2,2,3
6503290,1,0,9,2,0,3,24,0,0,1,4,4,7,7,0,0,0,0,5,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,10,0,1,0,0,0,1,4,1,1,2,2
3210074,1,0,2,1,0,1,14,0,0,1,0,0,5,5,0,0,1,1,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,9,0,1,0,0,0,3,3,1,1,2,2
9936876,1,0,2,1,0,9,14,2,0,1,10,10,15,15,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,26,10,2,0,1,1,1,1,2,1
6630525,3,0,1,2,0,9,11,0,0,1,7,7,6,6,0,0,0,0,7,6,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,9,1,1,2,1,3,3,3,3,3,3,3,3,4,1,1,25,0,3,0,0,0,0,10,1,1,2,2
2264283,1,0,1,1,0,11,33,0,0,1,0,0,38,38,0,0,0,0,0,18,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,1,1,1,1,4,4,4,4,1,2,2,32,0,15,0,0,0,20,21,1,1,2,1
7642025,1,0,1,1,0,0,6,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,2,0,0,0,0,2,0,1,2,3
3953161,1,0,2,7,0,15,14,0,0,1,24,24,18,18,2,2,2,2,18,18,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,1,1,1,4,4,4,4,4,1,1,1,35,0,0,0,0,0,14,15,4,1,2,2
9847407,1,0,4,1,0,6,52,0,0,1,20,20,26,26,0,0,1,1,0,0,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,16,0,13,0,0,2,5,6,2,1,1,1
5864523,1,0,1,1,0,5,2,0,0,1,1,1,2,2,1,0,0,0,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,2,2,1
5840714,1,0,3,7,0,5,68,0,0,1,26,26,37,37,1,1,1,1,68,76,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,9,1,1,1,1,1,1,1,2,4,4,4,4,1,1,9,4,0,60,0,1,2,1,10,10,1,2,2
7123439,1,0,2,1,0,9,23,0,0,1,22,22,20,20,0,0,0,0,20,22,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,34,0,1,1,8,8,3,1,2,3
6485465,3,0,4,7,0,10,18,9,0,1,7,7,15,15,1,1,0,0,12,15,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,9,2,1,1,2,1,1,2,2,4,4,4,4,4,1,1,65,0,0,0,0,0,0,22,2,1,2,2
8657698,3,0,3,2,0,2,13,2,1,2,2,1,2,2,0,0,0,0,6,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,11,0,4,2,0,0,1,3,2,1,2,1
5283646,1,0,0,7,0,10,9,0,0,1,1,1,1,1,0,0,0,0,3,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,0,1,2,2
6658337,3,0,1,2,0,2,4,0,4,1,5,5,5,5,0,0,1,1,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,3,2,1,2,2
8436089,1,0,3,1,0,0,5,0,0,2,1,1,2,1,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,2,0,2,0,0,2,2,2,1,3
9423698,1,0,2,1,0,7,10,0,0,1,10,10,10,10,0,0,0,0,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,9,0,0,0,0,0,1,1,2,3
3177326,1,0,4,1,0,6,35,0,0,1,26,26,30,30,0,0,0,0,0,0,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,1,3,3,3,3,1,1,9,1,0,20,0,20,1,0,1,2,1,2,3
1417781,1,0,0,2,0,6,24,0,0,1,3,3,5,5,0,0,0,0,12,12,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,9,0,1,0,0,0,0,5,1,1,2,1
2477442,3,0,3,5,0,3,9,0,0,2,2,2,2,2,1,1,1,1,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,2,2,10,0,6,0,0,0,0,3,2,1,2,2
2517947,3,0,3,1,0,3,9,1,0,1,2,2,4,4,0,0,1,1,2,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,1,0,0,3,1,1,2,2
9878454,1,0,3,1,0,2,5,0,0,1,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,3,1,1,2,2
9184289,1,0,1,1,0,7,11,0,0,1,2,2,2,2,0,0,0,0,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,7,0,3,0,2,3,1,1,2,3
7931189,1,0,4,1,0,13,36,0,0,1,15,15,20,20,0,0,0,0,15,20,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,1,0,22,1500,6,2,6,6,3,1,1,3
1635039,3,0,1,2,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,0,2,0,0,0,0,1,1,1,2,2
5246073,1,0,4,1,0,2,35,0,0,1,8,8,14,14,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,14,0,5,0,0,0,5,5,0,1,2,2
7313179,3,0,1,2,0,3,19,2,0,1,2,2,7,7,1,1,1,1,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,10,0,1,0,0,0,0,4,1,1,2,1
9903133,1,0,2,5,0,1,6,0,0,1,1,1,2,2,0,0,0,0,3,0,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,0,1,0,0,0,0,2,0,1,1,2
6615634,3,0,2,2,0,1,2,3,0,1,0,0,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,3,1,2,2,2
6170594,1,0,1,1,0,3,11,0,0,1,3,3,3,3,1,1,1,1,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,2,0,0,0,0,2,0,1,1,2
9838484,3,0,6,1,0,11,31,2,0,1,10,10,13,13,0,0,0,0,2,13,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,9,2,1,1,2,2,2,2,2,4,2,3,3,2,1,2,30,0,0,0,0,0,22,25,2,1,2,2
5334324,1,0,3,5,0,12,12,0,0,1,8,8,8,8,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,3,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,6,0,0,5,0,0,0,3,0,1,1,1
3860040,1,0,1,1,0,1,5,0,0,1,2,2,2,2,1,1,1,1,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,2,0,1,2,3
7290818,3,0,4,2,0,13,53,0,0,1,0,0,40,25,0,0,0,0,0,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,2,2,2,4,4,4,4,4,3,1,1,56,0,3,0,0,0,8,32,1,1,2,3
3459043,3,0,5,2,0,20,56,17,0,1,7,7,17,17,0,0,0,0,7,17,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,3,1,1,1,1,9,1,1,1,1,1,1,1,2,4,4,4,4,1,1,2,80,0,5,0,0,0,0,54,1,1,2,1
1941094,1,0,2,2,0,2,4,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,2,6,0,0,0,2,1,1,1,2
4149429,1,0,2,5,0,1,3,3,0,1,0,0,1,1,0,0,0,0,3,3,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,4,0,0,0,0,2,0,1,2,3
8567436,1,0,1,1,0,13,6,26,0,1,4,4,7,7,0,0,0,0,10,15,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,1,1,2,2,4,4,4,4,2,1,1,30,0,0,0,0,0,8,9,1,1,1,1
4285587,3,0,0,2,0,2,0,0,7,1,1,1,1,1,1,1,0,0,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,5,0,3,0,0,0,0,2,2,1,2,3
